category_id,employee_id,category_name,rating,quantity_sold,being_manufactured,total_sold_value
GGM,3801,Minivan,73 %,19780,1,5416016
KET,1359,Off-Road Vehicle,6 %,41112,1,8931239
LMT,718,Off-Road Vehicle,98 %,29497,1,460389
ACK,2462,Coupe,13 %,87718,1,940587
RVW,4462,Hatchback,8 %,80684,1,5155994
DAQ,2407,Coupe-SUV,43 %,49616,1,1370284
RZN,3972,Hatchback,33 %,97045,1,5962935
RIE,1021,Off-Road Vehicle,8 %,15794,1,9747207
SYH,3470,Hatchback,39 %,66466,1,5512759
ZDT,2636,Microcar,23 %,44492,1,313716
FEH,1299,Microcar,94 %,32328,1,5835942
RIZ,4221,Hatchback,23 %,26621,1,8241469
GIG,3251,SUV (Sport Utility Vehicle),79 %,50309,1,3463107
YII,1499,Electric Car,39 %,59987,1,8835183
ZAR,4308,Luxury Car,58 %,13337,1,6497112
FKR,3329,Luxury Car,3 %,43107,1,3628345
RUD,4688,Off-Road Vehicle,51 %,78845,1,4885772
CVE,1791,Pickup Truck,75 %,36454,1,5710007
UTF,4546,Coupe,58 %,38806,1,1291483
SFC,3612,Convertible,27 %,66278,1,4869994
KFV,611,Convertible,72 %,37128,1,7449687
BZR,2222,Coupe,63 %,23478,1,3290761
OIB,4089,Hybrid Car,40 %,14757,1,5307669
ZDD,3522,SUV (Sport Utility Vehicle),64 %,25967,1,8179550
CCL,1463,Luxury Car,24 %,18585,1,1625910
AQZ,2425,Hybrid Car,43 %,45001,1,6179956
DCZ,2038,Hatchback,76 %,42015,1,4764744
DMV,2344,Microcar,61 %,94512,1,5513975
BXG,2688,Crossover,27 %,32428,1,3192818
VDQ,4505,Crossover,58 %,92790,1,9427874
GUH,4036,Convertible,62 %,36603,1,5706764
VBR,3590,Off-Road Vehicle,47 %,52916,1,7759841
DPC,2370,Coupe-SUV,11 %,73628,1,3074627
JRD,3306,Hybrid Car,34 %,42487,1,4345294
KGC,2707,Luxury Car,63 %,52804,1,9242086
REJ,1841,Coupe-SUV,46 %,24665,1,7079989
ZQC,4504,Electric Car,85 %,82655,1,9160538
SAK,3907,Coupe-SUV,1 %,22649,1,894892
SGY,4696,Hybrid Car,93 %,97094,1,4699523
ANP,2586,Minivan,15 %,31476,1,3954142
TGB,3256,SUV (Sport Utility Vehicle),1 %,73899,1,2460934
EPC,781,Sports Car,1 %,20024,1,2901086
ACP,639,Minivan,25 %,86069,1,1511696
XMO,1814,Sedan,74 %,28667,1,6003200
UAX,1456,Convertible,28 %,78417,1,8945275
KUA,4274,Microcar,30 %,60594,1,3241700
FEC,4436,Electric Car,56 %,68524,1,1858748
HNX,1009,Microcar,39 %,39549,1,4118785
LFQ,1102,Sedan,74 %,89554,1,1372882
API,1291,Convertible,51 %,97470,1,1714288
CAG,1210,Hatchback,66 %,90497,1,886591
QVK,2968,Hatchback,15 %,91338,1,8873883
QZE,2173,Sports Car,86 %,49648,1,6697362
DJO,3917,Crossover,78 %,85604,1,5465211
ZAB,4507,Microcar,36 %,38030,1,8369602
QZC,3038,Minivan,56 %,18682,1,7602080
BCX,1790,Coupe-SUV,43 %,16845,1,2948240
VNU,1786,Sedan,41 %,12679,1,5381357
KUV,3255,Luxury Car,44 %,56201,1,1034960
FHX,1418,Coupe-SUV,43 %,97636,1,2613293
EBH,1837,Hybrid Car,18 %,83136,1,1574993
GQM,2915,SUV (Sport Utility Vehicle),93 %,16919,1,2167111
BOQ,3953,Luxury Car,98 %,72972,1,8751649
KIK,4659,Coupe,79 %,96840,1,1429586
HCU,3127,Sedan,79 %,36465,1,8472650
DLZ,1437,Microcar,4 %,21864,1,6880911
HPJ,2926,Pickup Truck,3 %,26658,1,2684068
LPW,2635,Minivan,53 %,90758,1,9257022
WIM,2663,Hybrid Car,52 %,92914,1,5427503
DZY,2561,Pickup Truck,48 %,40460,1,6048462
MKQ,4314,Microcar,53 %,25822,1,1088686
TWW,2217,Hybrid Car,55 %,61994,1,6481917
LUE,1665,Coupe,78 %,76347,1,7050393
JBY,608,Hybrid Car,41 %,85486,1,7344584
JZV,3052,Off-Road Vehicle,44 %,72893,1,1232453
KAR,667,Hybrid Car,90 %,90403,1,2810532
ZEB,1682,Hatchback,55 %,38386,1,474999
OYX,950,Off-Road Vehicle,97 %,15256,1,3545773
WLZ,1385,Hybrid Car,94 %,19057,1,1125800
KAE,3085,Hybrid Car,87 %,35113,1,6862948
EYJ,1749,Sedan,49 %,95140,1,8141924
UFY,3854,Electric Car,15 %,79760,1,9623316
OTG,603,Off-Road Vehicle,94 %,30482,1,1995807
RFQ,552,Luxury Car,65 %,98030,1,3643014
ACH,1571,Crossover,54 %,39137,1,8831136
IDQ,559,Electric Car,89 %,54457,1,6409254
VLT,4071,Sports Car,76 %,95716,1,4205638
KMM,3956,Convertible,48 %,37149,1,3633616
FEL,4486,Hybrid Car,33 %,73958,1,3064880
ZYB,2196,Sports Car,97 %,40617,1,3864940
JEK,1649,Hatchback,80 %,96779,1,2613412
ANI,949,Electric Car,87 %,49123,1,1864042
EWN,4563,Coupe-SUV,60 %,15198,1,842028
BUM,1662,Off-Road Vehicle,87 %,61023,1,3953854
WDT,4020,Coupe-SUV,33 %,39294,1,2781610
WYY,1351,Minivan,65 %,93330,1,1299011
RED,2566,Sports Car,72 %,68542,1,4370127
ZJZ,2947,SUV (Sport Utility Vehicle),61 %,58102,1,1656322
EWI,2768,Electric Car,68 %,96914,1,6235723
QTN,3585,Microcar,7 %,82295,1,1635826
QWL,1812,Sports Car,33 %,28768,1,1012495
RJY,1361,Electric Car,76 %,22531,1,7055965
QJE,2868,Sedan,6 %,57848,1,3617158
VZR,1228,Hybrid Car,3 %,60665,1,2861779
AYP,4337,Pickup Truck,61 %,94951,1,4782524
OKA,2696,Off-Road Vehicle,52 %,84220,1,8955126
IXE,4069,Luxury Car,44 %,34535,1,5950153
VKK,597,Electric Car,32 %,36311,1,1662767
ZRU,3328,Coupe,18 %,38053,1,6475878
SAJ,2051,Crossover,22 %,50081,1,6488446
BWT,1850,Luxury Car,100 %,92565,1,249769
JMX,3785,Luxury Car,6 %,21962,1,9476846
BRU,2672,Off-Road Vehicle,4 %,30696,1,9835319
LLY,1306,Luxury Car,31 %,36772,1,5600899
YAO,2372,Sports Car,36 %,94965,1,8352872
AIM,841,Sedan,79 %,89771,1,7871052
NFB,2711,Luxury Car,44 %,44732,1,1381382
ULK,2898,Hybrid Car,64 %,75508,1,7570153
EAH,536,Pickup Truck,95 %,86780,1,4244677
JZK,2396,Electric Car,60 %,21376,1,8512760
VHF,1022,Microcar,80 %,82570,1,7186870
XAI,3868,Crossover,90 %,41807,1,9198859
BKQ,2549,Hybrid Car,4 %,46946,1,5908756
VFT,2891,Microcar,43 %,17262,1,5018017
ZRE,3527,Coupe,55 %,35019,1,4966513
HZY,3773,Hybrid Car,20 %,90820,1,4639418
MFN,1126,Coupe,84 %,94496,1,7843586
JQW,755,SUV (Sport Utility Vehicle),33 %,24706,1,8761031
MDD,530,Pickup Truck,92 %,75220,1,250987
MUE,1659,Electric Car,10 %,36935,1,5423674
YMS,3800,Sports Car,71 %,94639,1,8063952
SLM,2109,Off-Road Vehicle,73 %,87077,1,5306526
EFQ,2492,Coupe,1 %,19468,1,1210396
VHP,4504,Luxury Car,37 %,76920,1,675336
ISB,3435,Pickup Truck,86 %,58987,1,9027287
UCP,523,Sports Car,30 %,95376,1,7330373
IVA,3131,Coupe-SUV,7 %,60354,1,9276140
WYV,2326,Electric Car,63 %,80551,1,246557
IGN,2752,Crossover,12 %,81992,1,409800
ZIZ,3514,Luxury Car,72 %,48130,1,5027269
PVS,2956,Hybrid Car,80 %,24261,1,6366337
BZO,2825,Microcar,36 %,51274,1,9547441
SJC,2101,Coupe,32 %,31224,1,2317993
EGT,3834,Pickup Truck,66 %,41969,1,648924
CFZ,3416,Sedan,18 %,69609,1,5480789
WQD,3014,Microcar,5 %,78899,1,5093295
LYF,2246,Minivan,97 %,43595,1,7828172
BAD,4613,Sports Car,79 %,19651,1,1903616
YGW,1428,Hybrid Car,26 %,18766,1,264734
WHY,1824,Sports Car,19 %,67003,1,3559063
YVL,3172,Electric Car,19 %,45747,1,4758187
UNH,3731,Sedan,65 %,55885,1,8171259
MPP,2173,SUV (Sport Utility Vehicle),90 %,86704,1,1937795
YAQ,1650,Minivan,23 %,93797,1,412718
OYQ,4576,SUV (Sport Utility Vehicle),83 %,67809,1,1414108
RJI,2845,Convertible,1 %,35577,1,7161741
ZMC,4474,Crossover,39 %,92113,1,7360524
WNG,3531,Electric Car,63 %,89759,1,7583215
EJQ,3075,Hatchback,25 %,76165,1,1915356
TCK,3828,Microcar,63 %,18096,1,8403480
ODK,2942,Coupe,28 %,85148,1,7468753
NJJ,3242,Convertible,20 %,37335,1,4530777
SQH,2578,Microcar,87 %,33942,1,4194201
ZWD,4470,Pickup Truck,8 %,38920,1,9540967
TOS,4627,Luxury Car,29 %,88367,1,5298828
IJZ,3124,Luxury Car,11 %,12405,1,1260720
IEQ,1593,Microcar,69 %,37577,1,9425018
VVI,3053,Luxury Car,79 %,53628,1,9593249
LSU,1428,Coupe,17 %,64042,1,7548153
ICD,1490,Microcar,7 %,37569,1,3804462
HWM,1887,Hatchback,54 %,39178,1,7316035
XPC,4288,Electric Car,98 %,70502,1,6881008
YAB,4660,Minivan,20 %,80426,1,1222841
NQF,2680,Microcar,58 %,27022,1,2533364
CLA,3565,Off-Road Vehicle,38 %,79014,1,9524595
VWW,3664,Sedan,17 %,69989,1,9264086
LGO,676,Crossover,48 %,23584,1,2592373
MQE,3877,Minivan,85 %,27755,1,6974586
AYC,3132,Pickup Truck,85 %,14773,1,4006872
GPT,3718,Crossover,19 %,83141,1,774120
ANE,3835,Hybrid Car,37 %,36794,1,264645
TLC,662,Minivan,81 %,46938,1,5150696
APQ,4223,Off-Road Vehicle,88 %,65704,1,1981808
ZMV,1816,Hatchback,12 %,62594,1,1790333
GGZ,2110,Crossover,22 %,35211,1,5965516
AIC,1548,Minivan,91 %,34416,1,5572644
SOY,3575,SUV (Sport Utility Vehicle),81 %,32829,1,1391584
XRN,1653,Hatchback,86 %,26742,1,2536361
TJD,3774,Microcar,12 %,77262,1,465343
EVK,928,Off-Road Vehicle,81 %,79804,1,8588441
JDJ,1202,Off-Road Vehicle,18 %,51690,1,3103309
EQO,1768,Off-Road Vehicle,15 %,72244,1,4362860
PAR,3000,Convertible,61 %,40806,1,9928229
UCO,3393,Crossover,98 %,41762,1,6955609
ARH,1434,Electric Car,96 %,71766,1,7599284
KIL,733,Luxury Car,57 %,30268,1,4103372
KXQ,2559,Sports Car,66 %,76289,1,9263003
IXP,921,Hybrid Car,57 %,65375,1,1152590
PYB,1478,Electric Car,32 %,15583,1,3454129
RWK,2642,Hybrid Car,70 %,15227,1,7407338
GAA,4455,Convertible,39 %,15461,1,4394582
TOY,2421,Pickup Truck,65 %,39524,1,3118277
CYX,3028,Sports Car,62 %,71719,1,5630838
EDS,1206,Minivan,37 %,25154,1,4981765
QKF,1554,Hatchback,63 %,36290,1,2383208
LSN,792,Crossover,71 %,52224,1,2650188
JOH,1378,Hatchback,25 %,19640,1,2861417
HOK,2353,Sports Car,71 %,51667,1,1963608
MNI,3101,Microcar,18 %,76342,1,279331
DBC,1433,Coupe-SUV,65 %,46717,1,5149090
VTR,1452,Crossover,27 %,65034,1,2593488
CXU,4504,Coupe,53 %,40895,1,2122180
LDY,2802,Off-Road Vehicle,2 %,98245,1,7068874
OJI,1316,Electric Car,81 %,38865,1,3518006
CVO,3756,Coupe-SUV,89 %,54618,1,3117927
YEA,790,Convertible,76 %,79701,1,7949938
AMN,1940,SUV (Sport Utility Vehicle),26 %,19769,1,7881937
TCW,4272,Minivan,15 %,25709,1,6778523
TAK,3396,Convertible,50 %,46806,1,3384215
DIU,4409,Electric Car,58 %,59978,1,5420539
TRQ,2981,Convertible,31 %,93134,1,988729
MOD,4416,Coupe-SUV,47 %,54227,1,5041046
RCE,1480,Sports Car,5 %,92449,1,269686
YPV,2273,SUV (Sport Utility Vehicle),90 %,62736,1,583679
MVO,1924,Convertible,69 %,31222,1,556008
UWW,1207,Pickup Truck,71 %,44405,1,3288421
XHD,1890,Coupe,40 %,45501,1,1223150
OXM,1483,Luxury Car,2 %,92487,1,1815205
VFY,2692,Minivan,30 %,31658,1,7608335
VCZ,3879,Sedan,17 %,12701,1,1067102
OPQ,2708,SUV (Sport Utility Vehicle),57 %,67509,1,2824210
UWV,1874,Microcar,70 %,27690,1,1861875
JVJ,2808,Sports Car,44 %,84528,1,1636395
FEP,799,Crossover,66 %,88893,1,3035092
BBR,4394,Off-Road Vehicle,70 %,86486,1,2712355
QEA,581,Minivan,18 %,86064,1,3506634
HYB,4224,Microcar,80 %,71360,1,3789748
YXT,3970,Electric Car,99 %,28126,1,3329771
LBC,1547,Coupe-SUV,14 %,83789,1,3767576
BGE,1903,Luxury Car,97 %,25844,1,4817454
PCU,4077,Convertible,49 %,21237,1,1507776
XZE,3028,Off-Road Vehicle,35 %,74590,1,6208315
FBJ,2436,Microcar,56 %,15798,1,1326230
YAJ,3450,Coupe-SUV,68 %,96121,1,7112515
YYQ,3725,Sports Car,53 %,63018,1,664655
ZZC,781,Sports Car,80 %,50677,1,3814230
DEC,2037,Pickup Truck,55 %,65145,1,5045873
DNM,3485,Hybrid Car,56 %,52028,1,9867042
ARB,3327,Convertible,42 %,50393,1,2791508
KGD,1134,Electric Car,66 %,77051,1,1252218
PQA,1842,Luxury Car,59 %,64025,1,5432470
SAB,3296,Hybrid Car,70 %,36578,1,1563267
PBF,674,Minivan,78 %,17945,1,3922005
SLL,4456,Hybrid Car,37 %,61233,1,3676195
ETW,1839,Sedan,81 %,27853,1,9974140
JXX,2048,Sedan,55 %,44293,1,4080698
TFE,4468,Crossover,20 %,93015,1,7527541
HJP,2632,Sedan,23 %,51069,1,2329919
WMP,619,Crossover,84 %,29087,1,7806697
KEA,569,Coupe,17 %,26651,1,2339735
EIH,1825,Coupe,69 %,58356,1,6833493
PES,3418,Hybrid Car,65 %,29223,1,8135659
FCZ,2950,Hatchback,87 %,61870,1,7802766
VSO,2069,Electric Car,58 %,71460,1,5295351
AKC,3771,Sports Car,6 %,52796,1,5188241
VEX,2107,Sports Car,5 %,42501,1,6224622
KYS,4196,Hybrid Car,11 %,57677,1,2859770
VKM,3950,Sports Car,93 %,20929,1,2305156
IME,560,Sports Car,49 %,85137,1,9759135
RCC,2197,Hatchback,96 %,95462,1,5820832
PWS,2736,Coupe,24 %,25664,1,856238
QZD,762,Crossover,42 %,83257,1,5181577
ZLO,1106,Minivan,44 %,22696,1,8991865
DYA,1162,Sedan,12 %,14901,1,7648375
XIC,2081,Pickup Truck,77 %,46195,1,2981280
FHS,4234,Convertible,91 %,73305,1,5034389
FJX,3748,Microcar,16 %,28716,1,8705624
PUP,3927,Coupe,52 %,29004,1,5919423
TOO,4246,Luxury Car,49 %,42910,1,485539
XUL,2085,Sports Car,70 %,80396,1,6918779
TIY,1726,Coupe-SUV,20 %,92049,1,9312451
DRN,2996,Coupe,100 %,67274,1,4359842
CWZ,3503,Pickup Truck,14 %,20979,1,7049222
MKX,755,Microcar,26 %,44578,1,2793664
EYF,842,SUV (Sport Utility Vehicle),100 %,44353,1,2415746
BGP,1649,SUV (Sport Utility Vehicle),44 %,68200,1,3779943
DAJ,4669,SUV (Sport Utility Vehicle),69 %,95426,1,763734
WLY,2694,Coupe-SUV,67 %,15942,1,1942349
OWC,1328,Sedan,50 %,25384,1,788857
SOT,3820,Hatchback,42 %,99122,1,9069739
PSG,972,Minivan,51 %,33529,1,4574252
GWA,4148,Minivan,92 %,13180,1,1978097
DAI,2120,Hatchback,55 %,85055,1,4115559
OZR,1497,Pickup Truck,100 %,13402,1,5514556
UFM,4540,Hatchback,48 %,88234,1,4695453
KTA,3805,Coupe,75 %,46315,1,1125085
OVN,1879,Minivan,59 %,43221,1,339788
BMD,973,Luxury Car,64 %,72810,1,1970093
EZJ,3382,SUV (Sport Utility Vehicle),85 %,76653,1,9106563
ZXZ,3528,Hybrid Car,37 %,52832,1,6153355
XYS,1560,Sedan,21 %,84006,1,4098082
GKV,2342,Crossover,72 %,18718,1,5803524
OLQ,4475,Crossover,71 %,25329,1,1463425
JTY,4364,SUV (Sport Utility Vehicle),32 %,83562,1,5970815
IHN,2953,Convertible,73 %,22146,1,9401354
DLD,2320,Coupe,36 %,19135,1,5396036
ORN,2216,Off-Road Vehicle,61 %,53728,1,7845399
KWY,4404,Off-Road Vehicle,5 %,24989,1,9249950
NCS,3474,Hatchback,49 %,63566,1,7590911
UZG,1523,Luxury Car,89 %,17456,1,3848462
WPR,4227,Sedan,74 %,62129,1,4500242
VSL,1244,Pickup Truck,56 %,77014,1,3139669
GUT,4596,Minivan,7 %,60275,1,1249866
NKG,4466,Pickup Truck,73 %,95156,1,3316616
LZE,1511,Coupe-SUV,68 %,37557,1,8565246
QTW,1394,Minivan,36 %,59878,1,3869329
SPE,3504,Convertible,5 %,27969,1,6281397
JMI,2089,Hybrid Car,36 %,20269,1,3984458
BRS,1814,SUV (Sport Utility Vehicle),91 %,53309,1,2376873
KLY,1105,Electric Car,88 %,18919,1,6542470
GAU,2562,Coupe-SUV,40 %,20955,1,2384319
UNF,1717,Pickup Truck,1 %,28333,1,4412084
MPA,3094,Crossover,58 %,42466,1,5248797
XVQ,2801,Convertible,2 %,46840,1,3824961
KLH,1920,Luxury Car,64 %,45702,1,9213003
OXE,4274,Hybrid Car,5 %,40900,1,8221368
GUJ,2660,Microcar,8 %,74872,1,5011616
GJG,2585,Electric Car,4 %,72031,1,5951037
RZM,3181,SUV (Sport Utility Vehicle),24 %,93966,1,6259755
HMV,4356,Coupe-SUV,51 %,37575,1,5291613
LMR,678,Pickup Truck,2 %,22906,1,9690279
JYM,3045,Crossover,82 %,14479,1,7380101
DEM,1568,Microcar,43 %,39082,1,2792410
KEN,3201,Electric Car,43 %,91473,1,6273293
TGX,4628,Minivan,48 %,84433,1,2723852
GGO,2055,Off-Road Vehicle,72 %,81288,1,9272220
CEW,3138,Sedan,59 %,67394,1,5871031
LJG,3330,Convertible,64 %,18251,1,652858
KOL,3580,SUV (Sport Utility Vehicle),66 %,86285,1,7415315
BYX,3661,Minivan,41 %,25340,1,8328645
TSH,3283,Hatchback,70 %,29064,1,430160
SNU,2206,Coupe,26 %,83576,1,9982555
GIF,4582,Convertible,17 %,87671,1,1047524
GDK,3129,SUV (Sport Utility Vehicle),42 %,17777,1,1373820
CTB,816,Hybrid Car,81 %,27219,1,2203122
UCM,2530,Sedan,18 %,77270,1,8036587
EQW,1839,Microcar,26 %,81815,1,319082
QLJ,862,Luxury Car,20 %,84150,1,3245421
VTS,1107,Hybrid Car,13 %,90672,1,4129784
GUW,1257,Sedan,8 %,17588,1,3536754
PAJ,3003,Off-Road Vehicle,100 %,83531,1,5487208
KPD,1120,Luxury Car,26 %,97654,1,8801286
NBX,1243,Microcar,65 %,58946,1,6890169
KKJ,3648,Off-Road Vehicle,94 %,83822,1,5396189
YUC,2298,Sports Car,40 %,62198,1,5109948
IXJ,2567,SUV (Sport Utility Vehicle),93 %,76851,1,6502133
IVH,3386,Crossover,100 %,86174,1,1352599
PKF,1113,Crossover,74 %,24291,1,3348144
IHB,2737,Convertible,63 %,35096,1,3090360
DBS,2968,Hybrid Car,2 %,44453,1,3653377
RTP,4350,Sedan,82 %,77236,1,7281045
RHC,1731,Off-Road Vehicle,90 %,72472,1,6186027
URL,518,Sedan,12 %,88686,1,2895973
DIP,4162,Hatchback,21 %,35791,1,684156
YVX,3842,Off-Road Vehicle,24 %,81070,1,4718011
KTY,1872,Luxury Car,27 %,55355,1,3024074
EAL,3014,Convertible,92 %,24155,1,7488298
XWS,4234,Convertible,88 %,69535,1,5473939
LHE,998,Hatchback,32 %,23298,1,9462733
GCF,3027,Off-Road Vehicle,41 %,35945,1,3411611
XCE,3777,Minivan,50 %,17253,1,4097973
JKT,1950,Hatchback,25 %,66135,1,1224759
LVH,3858,Sedan,61 %,25721,1,9538010
BBV,2434,Pickup Truck,95 %,68169,1,6882347
OJX,619,Sports Car,14 %,29466,1,1579867
WQB,2183,Minivan,12 %,97564,1,706391
SHL,3353,SUV (Sport Utility Vehicle),29 %,82155,1,1001671
IRJ,539,Coupe-SUV,45 %,37868,1,2903178
MPK,3691,Hatchback,80 %,79811,1,3873707
UKG,1881,Sedan,61 %,12738,1,1831562
GJL,4007,Sports Car,30 %,84784,1,3914024
HDY,3566,Microcar,1 %,30503,1,6097840
RMD,3932,Microcar,46 %,33727,1,6441017
IBL,2550,Minivan,13 %,82226,1,8579468
YDC,1574,Hybrid Car,56 %,37164,1,1984103
BXO,2519,Electric Car,32 %,80398,1,9727372
SFW,3331,Hybrid Car,81 %,83874,1,4491437
MSH,2959,Hatchback,70 %,71987,1,3431882
KHT,4001,SUV (Sport Utility Vehicle),2 %,55811,1,4335251
LVK,601,Coupe-SUV,60 %,30697,1,4713725
SOK,1313,Sports Car,51 %,96170,1,9133613
IAD,2563,Coupe-SUV,52 %,50587,1,7132627
CBE,3385,Crossover,2 %,34723,1,3780925
KTK,2164,Hatchback,100 %,89180,1,1606545
EFZ,1455,Hybrid Car,88 %,54626,1,8655492
EXG,1537,Convertible,38 %,73396,1,2716833
DGM,4006,Sedan,93 %,88727,1,6885167
IUI,2683,Coupe,33 %,89095,1,8254663
KIQ,2942,Microcar,14 %,29577,1,6782698
OQX,2443,Hybrid Car,67 %,15964,1,4404951
TUB,2296,Minivan,82 %,92624,1,1425428
ZEV,811,Off-Road Vehicle,83 %,24891,1,8035989
EKL,3257,Coupe,87 %,45450,1,5013211
NPQ,3422,SUV (Sport Utility Vehicle),53 %,83571,1,8440083
LUW,4353,Luxury Car,32 %,53118,1,8637976
VJB,2866,Coupe,7 %,18179,1,511717
SQW,3475,Crossover,46 %,84907,1,2598298
PSS,806,Pickup Truck,31 %,30229,1,2790023
LOU,3790,Off-Road Vehicle,41 %,56934,1,8656348
XJG,1500,Crossover,15 %,25321,1,5264486
GCC,2614,Sedan,97 %,42966,1,4650406
PRR,2530,Coupe-SUV,97 %,27633,1,8924696
YQS,672,Coupe-SUV,29 %,23516,1,3507258
AHE,2305,Off-Road Vehicle,59 %,41025,1,3252647
UZE,3264,Coupe-SUV,16 %,85596,1,1576745
TQA,2395,SUV (Sport Utility Vehicle),47 %,68280,1,8999630
AKG,3502,Off-Road Vehicle,31 %,62489,1,3464082
TEU,3834,Microcar,36 %,15012,1,1430922
QXG,1071,Coupe,23 %,61584,1,5891056
FTU,1772,Electric Car,49 %,46540,1,9358082
YJT,645,Hybrid Car,30 %,50279,1,1150637
TOM,1371,Minivan,65 %,32802,1,6822525
LJK,3210,Off-Road Vehicle,71 %,28491,1,7244956
UOT,4543,Coupe-SUV,81 %,67304,1,3681059
AFA,1118,Electric Car,49 %,62788,1,4896353
ECW,663,Coupe,90 %,42735,1,4434100
YRO,4405,Coupe-SUV,50 %,29851,1,865507
XZO,4544,Coupe-SUV,73 %,18235,1,4091285
JUO,1527,Coupe,1 %,67833,1,4463422
DXO,4036,Convertible,69 %,97004,1,7360122
QDO,797,Luxury Car,87 %,76111,1,4457902
HFX,1931,Off-Road Vehicle,29 %,50463,1,8583647
BXQ,4278,Hybrid Car,100 %,62747,1,3603609
NWZ,1624,Hatchback,21 %,99127,1,9027631
XLM,2000,Coupe-SUV,70 %,46979,1,829112
TZH,4538,Electric Car,69 %,87494,1,6397036
YAS,4190,Microcar,51 %,33507,1,8403882
PVN,547,Hatchback,67 %,94010,1,4961485
IKJ,1076,Sports Car,96 %,58422,1,4315574
GEC,2532,Coupe,18 %,97585,1,422134
VLK,3261,Crossover,63 %,64642,1,1692195
EVC,2422,Off-Road Vehicle,19 %,45916,1,5779290
EQR,3273,Coupe-SUV,31 %,24890,1,9599488
PDR,1306,Coupe,97 %,31158,1,5164340
QZN,961,Off-Road Vehicle,28 %,99947,1,3016841
QIX,1259,Hybrid Car,33 %,94024,1,3634735
AHH,2984,Sports Car,27 %,90182,1,2114840
OTI,2426,Off-Road Vehicle,23 %,87933,1,7433854
IBC,1483,Sports Car,45 %,47455,1,3113517
CTQ,1742,Minivan,31 %,57507,1,1512131
PWP,2817,Coupe-SUV,31 %,96723,1,7719026
QVR,2450,SUV (Sport Utility Vehicle),23 %,13326,1,6549532
JYH,4079,Coupe,15 %,67361,1,5851070
VOC,1574,Pickup Truck,55 %,33672,1,5359426
MCU,2861,Hatchback,57 %,20945,1,9020381
GKA,1845,Luxury Car,6 %,96244,1,4870562
ICK,4092,Off-Road Vehicle,25 %,25203,1,3940074
EQM,3307,Electric Car,95 %,83329,1,1931949
JKK,1131,Sports Car,37 %,43806,1,4580938
UNA,1430,Sedan,88 %,28165,1,5136327
JWS,3983,Sports Car,22 %,97888,1,4503420
BEH,1435,Crossover,67 %,17398,1,6942901
DVU,1856,Convertible,50 %,94637,1,9234519
BGV,4453,Hybrid Car,50 %,26090,1,8966618
ODT,2186,Sports Car,5 %,60033,1,7169665
RFS,3313,Hybrid Car,12 %,61840,1,4024903
DQL,1355,Luxury Car,42 %,47361,1,3807017
RTF,1710,Coupe-SUV,33 %,75951,1,8546253
KNQ,4318,SUV (Sport Utility Vehicle),71 %,44026,1,2320600
ALD,972,Convertible,92 %,28591,1,8528500
YRU,4510,Crossover,39 %,63536,1,8284461
SHN,1387,Microcar,15 %,97870,1,3039574
NAW,4001,Minivan,92 %,71652,1,8234896
FJD,2870,Off-Road Vehicle,36 %,29506,1,7581625
PHB,3812,Sports Car,80 %,53739,1,8615188
JGR,1209,Pickup Truck,76 %,90123,1,9667898
NFX,4280,Minivan,71 %,78933,1,8193815
NCZ,4106,Sedan,65 %,54166,1,3797426
BQE,2446,Hatchback,24 %,93157,1,1383446
YYO,4388,Hatchback,48 %,26342,1,4046103
QNN,3493,Off-Road Vehicle,34 %,38730,1,6689556
GGF,4418,Hybrid Car,20 %,54951,1,2901640
PVU,3523,Electric Car,98 %,64169,1,352449
TGK,1386,Hatchback,21 %,21893,1,523718
YFT,4122,SUV (Sport Utility Vehicle),86 %,13371,1,5671397
NAN,803,Sedan,13 %,86470,1,5274273
IOY,4047,Microcar,40 %,16497,1,8953885
FJA,3240,Pickup Truck,53 %,98141,1,5104376
CDJ,1025,Minivan,45 %,87875,1,7710178
XOV,1865,SUV (Sport Utility Vehicle),64 %,61428,1,9436125
OAK,1456,Crossover,11 %,36823,1,9053352
IZE,896,Luxury Car,70 %,85970,1,1284357
TAJ,3778,Crossover,6 %,90225,1,9076792
XEV,917,SUV (Sport Utility Vehicle),8 %,25468,1,2583891
FDG,1761,Coupe,49 %,81537,1,3869514
CKM,1167,SUV (Sport Utility Vehicle),27 %,80045,1,4582458
BLE,3014,Coupe-SUV,87 %,67743,1,6732684
ESY,3375,Minivan,85 %,76584,1,5136288
OIU,3004,Microcar,67 %,95952,1,9017233
YAU,1393,Electric Car,98 %,93007,1,4063779
GUV,1421,Sedan,78 %,48607,1,7293624
BIS,3494,Pickup Truck,71 %,97507,1,8826718
WIR,633,Sports Car,55 %,91355,1,2206916
BVO,1431,Sedan,5 %,75985,1,3485520
CMK,4353,Crossover,23 %,82428,1,337654
PYE,2481,Off-Road Vehicle,58 %,68627,1,6486418
TTH,2611,Convertible,97 %,37379,1,4208822
EPN,1995,Coupe-SUV,7 %,43271,1,3987582
AZC,2225,Convertible,26 %,75960,1,872040
SOD,2269,Convertible,17 %,80853,1,4920009
QVW,4030,Convertible,53 %,39682,1,8434151
RHR,931,Sports Car,49 %,49470,1,7354938
CXZ,1635,Sports Car,15 %,24884,1,6258555
YPC,856,Coupe,7 %,80871,1,1387488
CJY,833,Minivan,39 %,42383,1,5444316
